PID,phase,trial,event,onset,duration
1,outcome_learning,58,isi,56.524000000000036,0.1
1,outcome_learning,58,outcome,56.62400000000004,0.288
1,outcome_learning,58,iti,56.912000000000035,0.1
1,outcome_learning,59,no_gain,57.012000000000036,0.1
1,outcome_learning,59,isi,58.512000000000036,0.1
1,outcome_learning,59,outcome,58.61200000000004,0.2
1,outcome_learning,59,iti,58.81200000000004,0.1
1,outcome_learning,60,gain,58.91200000000004,0.1
1,outcome_learning,60,isi,60.41200000000004,0.1
1,outcome_learning,60,outcome,60.51200000000004,1.5
1,outcome_learning,60,iti,62.01200000000004,0.1
1,outcome_learning,61,no_gain,62.112000000000045,0.1
1,outcome_learning,61,isi,63.612000000000045,0.1
1,outcome_learning,61,outcome,63.712000000000046,1.5
1,outcome_learning,61,iti,65.21200000000005,0.1
1,outcome_learning,62,no_gain,65.31200000000004,0.1
1,outcome_learning,62,isi,66.81200000000004,0.1
1,outcome_learning,62,outcome,66.91200000000003,1.5
1,outcome_learning,62,iti,68.41200000000003,0.1
1,outcome_learning,63,no_gain,68.51200000000003,0.1
1,outcome_learning,63,isi,70.01200000000003,0.1
1,outcome_learning,63,outcome,70.11200000000002,1.5
1,outcome_learning,63,iti,71.61200000000002,0.1
1,outcome_learning,64,no_gain,71.71200000000002,0.1
1,outcome_learning,64,isi,73.21200000000002,0.1
1,outcome_learning,64,outcome,73.31200000000001,0.439
1,outcome_learning,64,iti,73.751,0.1
1,outcome_learning,65,no_gain,73.851,0.1
1,outcome_learning,65,isi,75.351,0.1
1,outcome_learning,65,outcome,75.451,0.039
1,outcome_learning,65,iti,75.49,0.1
1,outcome_learning,66,gain,75.58999999999999,0.1
1,outcome_learning,66,isi,77.08999999999999,0.1
1,outcome_learning,66,outcome,77.18999999999998,0.238
1,outcome_learning,66,iti,77.42799999999998,0.1
1,outcome_learning,67,gain,77.52799999999998,0.1
1,outcome_learning,67,isi,79.02799999999998,0.1
1,outcome_learning,67,outcome,79.12799999999997,0.231
1,outcome_learning,67,iti,79.35899999999997,0.1
1,outcome_learning,68,no_gain,79.45899999999996,0.1
1,outcome_learning,68,isi,80.95899999999996,0.1
1,outcome_learning,68,outcome,81.05899999999995,0.312
1,outcome_learning,68,iti,81.37099999999995,0.1
1,outcome_learning,69,gain,81.47099999999995,0.1
1,outcome_learning,69,isi,82.97099999999995,0.1
1,outcome_learning,69,outcome,83.07099999999994,0.124
1,outcome_learning,69,iti,83.19499999999994,0.1
1,outcome_learning,70,gain,83.29499999999993,0.1
1,outcome_learning,70,isi,84.79499999999993,0.1
1,outcome_learning,70,outcome,84.89499999999992,0.424
1,outcome_learning,70,iti,85.31899999999993,0.1
1,outcome_learning,71,gain,85.41899999999993,0.1
1,outcome_learning,71,isi,86.91899999999993,0.1
1,outcome_learning,71,outcome,87.01899999999992,0.147
1,outcome_learning,71,iti,87.16599999999993,0.1
1,outcome_learning,72,gain,87.26599999999992,0.1
1,outcome_learning,72,isi,88.76599999999992,0.1
1,outcome_learning,72,outcome,88.86599999999991,0.545
1,outcome_learning,72,iti,89.41099999999992,0.1
1,outcome_learning,73,no_gain,89.51099999999991,0.1
1,outcome_learning,73,isi,91.01099999999991,0.1
1,outcome_learning,73,outcome,91.1109999999999,0.066
1,outcome_learning,73,iti,91.17699999999991,0.1
1,outcome_learning,74,gain,91.2769999999999,0.1
1,outcome_learning,74,isi,92.7769999999999,0.1
1,outcome_learning,74,outcome,92.8769999999999,0.239
1,outcome_learning,74,iti,93.1159999999999,0.1
1,outcome_learning,75,no_gain,93.2159999999999,0.1
1,outcome_learning,75,isi,94.7159999999999,0.1
1,outcome_learning,75,outcome,94.81599999999989,0.167
1,outcome_learning,75,iti,94.98299999999989,0.1
