"rt","responses","ttype","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","warning","missed_checkup","success","start_time","view_history","repeat_instructions","key_press","response","stimulus_index","path","index","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","onset","duration","response_ends_trial","trial_duration","scramble_acc","stimulus_id","isi","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen"
"null","","deliberation_confirmation","html-keyboard-response","203","256198","0.0-2.0-84.0-2.0-0.0","12","11","0","0","","","","","null","","","","41","","","","","","","","","","","","","","","","","2","","","","","","","","","","106.285","0.215","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","204","256307","0.0-2.0-84.0-4.0","12","11","0","0","","","","","null","","","","41","","","","","","","","","","","","","","","","","2","","","","","","","","","","106.5","3","","","","","","","","","","","","","",""
"46","","deliberation","html-keyboard-response","205","256356","0.0-2.0-86.0-0.0","12","11","0","0","","","","","50","","","","42","1","59","22","objects","outdoor_scenes","50","50","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","0","G","0","NaN","NaN","original","1500","2","1","59","22","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","50","50","109.5","0.046","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","206","257314","0.0-2.0-86.0-2.0-0.0","12","11","0","0","","","","","null","","","","42","","","","","","","","","","","","","","","","","2","","","","","","","","","","109.546","0.954","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","207","257422","0.0-2.0-86.0-4.0","12","11","0","0","","","","","null","","","","42","","","","","","","","","","","","","","","","","2","","","","","","","","","","110.5","1.5","","","","","","","","","","","","","",""
"323","","deliberation","html-keyboard-response","208","257748","0.0-2.0-88.0-0.0","12","11","0","0","","","","","50","","","","43","1","17","40","outdoor_scenes","body_parts","50","50","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","0","C","0","NaN","NaN","original","2000","2","1","17","40","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","50","50","112","0.323","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","209","258437","0.0-2.0-88.0-2.0-0.0","12","11","0","0","","","","","null","","","","43","","","","","","","","","","","","","","","","","2","","","","","","","","","","112.323","0.677","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","210","258539","0.0-2.0-88.0-4.0","12","11","0","0","","","","","null","","","","43","","","","","","","","","","","","","","","","","2","","","","","","","","","","113","2","","","","","","","","","","","","","",""
"189","","deliberation","html-keyboard-response","211","258732","0.0-2.0-90.0-0.0","12","11","0","0","","","","","50","","","","44","1","32","48","faces","objects","50","50","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","0","J","0","NaN","NaN","original","1500","2","1","32","48","faces","objects","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","50","50","115","0.189","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","212","259548","0.0-2.0-90.0-2.0-0.0","12","11","0","0","","","","","null","","","","44","","","","","","","","","","","","","","","","","2","","","","","","","","","","115.189","0.811","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","213","259661","0.0-2.0-90.0-4.0","12","11","0","0","","","","","null","","","","44","","","","","","","","","","","","","","","","","2","","","","","","","","","","116","1.5","","","","","","","","","","","","","",""
"65","","deliberation","html-keyboard-response","214","259729","0.0-2.0-92.0-0.0","12","11","0","0","","","","","50","","","","45","1","21","57","outdoor_scenes","objects","50","50","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","0","A","0","NaN","NaN","original","2000","2","1","21","57","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","50","50","117.5","0.065","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","215","260677","0.0-2.0-92.0-2.0-0.0","12","11","0","0","","","","","null","","","","45","","","","","","","","","","","","","","","","","2","","","","","","","","","","117.565","0.935","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","216","260787","0.0-2.0-92.0-4.0","12","11","0","0","","","","","null","","","","45","","","","","","","","","","","","","","","","","2","","","","","","","","","","118.5","2","","","","","","","","","","","","","",""
"194","","deliberation","html-keyboard-response","217","260984","0.0-2.0-94.0-0.0","12","11","0","0","","","","","50","","","","46","1","55","47","objects","body_parts","50","50","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","0","E","0","NaN","NaN","original","1000","2","1","55","47","objects","body_parts","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","50","50","120.5","0.194","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","218","261795","0.0-2.0-94.0-2.0-0.0","12","11","0","0","","","","","null","","","","46","","","","","","","","","","","","","","","","","2","","","","","","","","","","120.694","0.806","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","219","261911","0.0-2.0-94.0-4.0","12","11","0","0","","","","","null","","","","46","","","","","","","","","","","","","","","","","2","","","","","","","","","","121.5","1","","","","","","","","","","","","","",""
"295","","deliberation","html-keyboard-response","220","262209","0.0-2.0-96.0-0.0","12","11","0","0","","","","","50","","","","47","","","","","","","","","","0","A","0","1417","right","scramble","2000","2","1","21","57","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","NaN","NaN","122.5","1.417","false","1417","","","","","","","","","","","",""
"423","","scramble_instruction","html-keyboard-response","221","262634","0.0-2.0-96.0-1.0-0.0","12","11","0","0","","","","","50","","","","47","1","21","57","outdoor_scenes","objects","","","","","0","","","","","","","2","","","","","","","","","","123.917","0.423","","","0","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","222","262638","0.0-2.0-96.0-2.0-0.0","12","11","0","0","","","","","null","","","","47","","","","","","","","","","","","","","","","","2","","","","","","","","","","124.34","-0.84","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","223","262741","0.0-2.0-96.0-4.0","12","11","0","0","","","","","null","","","","47","","","","","","","","","","","","","","","","","2","","","","","","","","","","123.5","2","","","","","","","","","","","","","",""
"261","","deliberation","html-keyboard-response","224","263005","0.0-2.0-98.0-0.0","12","11","0","0","","","","","50","","","","48","","","","","","","","","","0","L","0","1093","right","scramble","1500","2","1","45","34","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-7TBFwUQA6Xk-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_olena-sergienko-0TSd6uCKTKc-unsplash.jpg","NaN","NaN","125.5","1.093","false","1093","","","","","","","","","","","",""
"326","","scramble_instruction","html-keyboard-response","225","263334","0.0-2.0-98.0-1.0-0.0","12","11","0","0","","","","","50","","","","48","1","45","34","body_parts","faces","","","","","0","","","","","","","2","","","","","","","","","","126.593","0.326","","","0","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","226","263338","0.0-2.0-98.0-2.0-0.0","12","11","0","0","","","","","null","","","","48","","","","","","","","","","","","","","","","","2","","","","","","","","","","126.919","-0.419","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","227","263443","0.0-2.0-98.0-4.0","12","11","0","0","","","","","null","","","","48","","","","","","","","","","","","","","","","","2","","","","","","","","","","126.5","1.5","","","","","","","","","","","","","",""
"229","","deliberation","html-keyboard-response","228","263675","0.0-2.0-100.0-0.0","12","11","0","0","","","","","50","","","","49","","","","","","","","","","0","H","0","1995","left","scramble","3000","2","1","25","14","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","NaN","NaN","128","1.995","false","1995","","","","","","","","","","","",""
"305","","scramble_instruction","html-keyboard-response","229","263983","0.0-2.0-100.0-1.0-0.0","12","11","0","0","","","","","50","","","","49","1","25","14","faces","outdoor_scenes","","","","","0","","","","","","","2","","","","","","","","","","129.995","0.305","","","1","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","230","263987","0.0-2.0-100.0-2.0-0.0","12","11","0","0","","","","","null","","","","49","","","","","","","","","","","","","","","","","2","","","","","","","","","","130.3","-1.3","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","231","264101","0.0-2.0-100.0-4.0","12","11","0","0","","","","","null","","","","49","","","","","","","","","","","","","","","","","2","","","","","","","","","","129","3","","","","","","","","","","","","","",""
"225","","deliberation","html-keyboard-response","232","264328","0.0-2.0-102.0-0.0","12","11","0","0","","","","","50","","","","50","","","","","","","","","","0","D","0","1348","right","scramble","1000","2","1","58","24","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_abstral-official-cyOKLSgkgCE-unsplash.jpg","NaN","NaN","132","1.348","false","1348","","","","","","","","","","","",""
"355","","scramble_instruction","html-keyboard-response","233","264686","0.0-2.0-102.0-1.0-0.0","12","11","0","0","","","","","50","","","","50","1","58","24","objects","faces","","","","","0","","","","","","","2","","","","","","","","","","133.348","0.355","","","0","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","234","264689","0.0-2.0-102.0-2.0-0.0","12","11","0","0","","","","","null","","","","50","","","","","","","","","","","","","","","","","2","","","","","","","","","","133.703","-0.703","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","235","264799","0.0-2.0-102.0-4.0","12","11","0","0","","","","","null","","","","50","","","","","","","","","","","","","","","","","2","","","","","","","","","","133","1","","","","","","","","","","","","","",""
"231","","deliberation","html-keyboard-response","236","265034","0.0-2.0-104.0-0.0","12","11","0","0","","","","","50","","","","51","","","","","","","","","","0","I","0","1830","left","scramble","1000","2","1","39","18","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","NaN","NaN","134","1.83","false","1830","","","","","","","","","","","",""
"363","","scramble_instruction","html-keyboard-response","237","265399","0.0-2.0-104.0-1.0-0.0","12","11","0","0","","","","","50","","","","51","1","39","18","body_parts","outdoor_scenes","","","","","0","","","","","","","2","","","","","","","","","","135.83","0.363","","","1","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","238","265404","0.0-2.0-104.0-2.0-0.0","12","11","0","0","","","","","null","","","","51","","","","","","","","","","","","","","","","","2","","","","","","","","","","136.193","-1.193","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","239","265510","0.0-2.0-104.0-4.0","12","11","0","0","","","","","null","","","","51","","","","","","","","","","","","","","","","","2","","","","","","","","","","135","1","","","","","","","","","","","","","",""
"1177","","deliberation_block_over","html-keyboard-response","240","266690","0.0-2.0-104.0-6.0-0.0","12","11","0","0","","","","","83","","","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1533","","start_run","html-keyboard-response","241","268225","0.0-2.0-104.0-6.0-1.0","12","11","0","0","","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"298","","deliberation","html-keyboard-response","242","268527","0.0-2.0-106.0-0.0","12","11","0","0","","","","","50","","","","52","1","39","18","body_parts","outdoor_scenes","50","50","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","0","I","0","NaN","NaN","original","1000","3","2","39","18","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","50","50","0","0.298","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","243","269237","0.0-2.0-106.0-2.0-0.0","12","11","0","0","","","","","null","","","","52","","","","","","","","","","","","","","","","","3","","","","","","","","","","0.298","0.702","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","244","269345","0.0-2.0-106.0-4.0","12","11","0","0","","","","","null","","","","52","","","","","","","","","","","","","","","","","3","","","","","","","","","","1","1","","","","","","","","","","","","","",""
"9","","deliberation","html-keyboard-response","245","269357","0.0-2.0-108.0-0.0","12","11","0","0","","","","","50","","","","53","1","44","53","body_parts","objects","50","50","Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","0","K","0","NaN","NaN","original","1000","3","2","44","53","body_parts","objects","Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","50","50","2","0.009","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","246","270355","0.0-2.0-108.0-2.0-0.0","12","11","0","0","","","","","null","","","","53","","","","","","","","","","","","","","","","","3","","","","","","","","","","2.009","0.991","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","247","270468","0.0-2.0-108.0-4.0","12","11","0","0","","","","","null","","","","53","","","","","","","","","","","","","","","","","3","","","","","","","","","","3","1","","","","","","","","","","","","","",""
"160","","deliberation","html-keyboard-response","248","270630","0.0-2.0-110.0-0.0","12","11","0","0","","","","","50","","","","54","","","","","","","","","","0","H","0","711","left","scramble","1000","3","2","25","14","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","NaN","NaN","4","0.711","false","711","","","","","","","","","","","",""
"323","","scramble_instruction","html-keyboard-response","249","270955","0.0-2.0-110.0-1.0-0.0","12","11","0","0","","","","","50","","","","54","1","25","14","faces","outdoor_scenes","","","","","0","","","","","","","3","","","","","","","","","","4.711","0.323","","","1","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","250","270959","0.0-2.0-110.0-2.0-0.0","12","11","0","0","","","","","null","","","","54","","","","","","","","","","","","","","","","","3","","","","","","","","","","5.034000000000001","-0.034","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","251","271062","0.0-2.0-110.0-4.0","12","11","0","0","","","","","null","","","","54","","","","","","","","","","","","","","","","","3","","","","","","","","","","5.000000000000001","1","","","","","","","","","","","","","",""
"251","","deliberation","html-keyboard-response","252","271316","0.0-2.0-112.0-0.0","12","11","0","0","","","","","50","","","","55","1","55","47","objects","body_parts","50","50","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","0","E","0","NaN","NaN","original","1000","3","2","55","47","objects","body_parts","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","50","50","6.000000000000001","0.251","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","253","272077","0.0-2.0-112.0-2.0-0.0","12","11","0","0","","","","","null","","","","55","","","","","","","","","","","","","","","","","3","","","","","","","","","","6.251000000000001","0.749","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","254","272186","0.0-2.0-112.0-4.0","12","11","0","0","","","","","null","","","","55","","","","","","","","","","","","","","","","","3","","","","","","","","","","7.000000000000001","1","","","","","","","","","","","","","",""
"40","","deliberation","html-keyboard-response","255","272228","0.0-2.0-114.0-0.0","12","11","0","0","","","","","50","","","","56","1","45","34","body_parts","faces","50","50","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg","0","L","0","NaN","NaN","original","1500","3","2","45","34","body_parts","faces","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg","50","50","8","0.04","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","256","273196","0.0-2.0-114.0-2.0-0.0","12","11","0","0","","","","","null","","","","56","","","","","","","","","","","","","","","","","3","","","","","","","","","","8.04","0.96","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","257","273306","0.0-2.0-114.0-4.0","12","11","0","0","","","","","null","","","","56","","","","","","","","","","","","","","","","","3","","","","","","","","","","9","1.5","","","","","","","","","","","","","",""
"80","","deliberation","html-keyboard-response","258","273389","0.0-2.0-116.0-0.0","12","11","0","0","","","","","50","","","","57","","","","","","","","","","0","K","0","574","right","scramble","1500","3","2","44","53","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_pure-julia-9lVaya31sMk-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","NaN","NaN","10.5","0.574","false","574","","","","","","","","","","","",""
"323","","scramble_instruction","html-keyboard-response","259","273715","0.0-2.0-116.0-1.0-0.0","12","11","0","0","","","","","50","","","","57","1","44","53","body_parts","objects","","","","","0","","","","","","","3","","","","","","","","","","11.074","0.323","","","0","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","260","273827","0.0-2.0-116.0-2.0-0.0","12","11","0","0","","","","","null","","","","57","","","","","","","","","","","","","","","","","3","","","","","","","","","","11.397","0.103","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","261","273931","0.0-2.0-116.0-4.0","12","11","0","0","","","","","null","","","","57","","","","","","","","","","","","","","","","","3","","","","","","","","","","11.5","1.5","","","","","","","","","","","","","",""
"77","","deliberation","html-keyboard-response","262","274011","0.0-2.0-118.0-0.0","12","11","0","0","","","","","50","","","","58","","","","","","","","","","0","G","0","747","left","scramble","1000","3","2","59","22","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","NaN","NaN","13","0.747","false","747","","","","","","","","","","","",""
"292","","scramble_instruction","html-keyboard-response","263","274304","0.0-2.0-118.0-1.0-0.0","12","11","0","0","","","","","50","","","","58","1","59","22","objects","outdoor_scenes","","","","","0","","","","","","","3","","","","","","","","","","13.747","0.292","","","1","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","264","274308","0.0-2.0-118.0-2.0-0.0","12","11","0","0","","","","","null","","","","58","","","","","","","","","","","","","","","","","3","","","","","","","","","","14.039","-0.039","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","265","274411","0.0-2.0-118.0-4.0","12","11","0","0","","","","","null","","","","58","","","","","","","","","","","","","","","","","3","","","","","","","","","","14","1","","","","","","","","","","","","","",""
"168","","deliberation","html-keyboard-response","266","274582","0.0-2.0-120.0-0.0","12","11","0","0","","","","","50","","","","59","","","","","","","","","","0","J","0","1510","left","scramble","2000","3","2","32","48","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","NaN","NaN","15","1.51","false","1510","","","","","","","","","","","",""
"267","","scramble_instruction","html-keyboard-response","267","274850","0.0-2.0-120.0-1.0-0.0","12","11","0","0","","","","","50","","","","59","1","32","48","faces","objects","","","","","0","","","","","","","3","","","","","","","","","","16.51","0.267","","","1","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","268","274853","0.0-2.0-120.0-2.0-0.0","12","11","0","0","","","","","null","","","","59","","","","","","","","","","","","","","","","","3","","","","","","","","","","16.777","-0.777","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","269","274958","0.0-2.0-120.0-4.0","12","11","0","0","","","","","null","","","","59","","","","","","","","","","","","","","","","","3","","","","","","","","","","16","2","","","","","","","","","","","","","",""
"446","","deliberation","html-keyboard-response","270","275407","0.0-2.0-122.0-0.0","12","11","0","0","","","","","50","","","","60","1","21","57","outdoor_scenes","objects","50","50","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","0","A","0","NaN","NaN","original","1500","3","2","21","57","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","50","50","18","0.446","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","271","275972","0.0-2.0-122.0-2.0-0.0","12","11","0","0","","","","","null","","","","60","","","","","","","","","","","","","","","","","3","","","","","","","","","","18.446","0.554","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","272","276085","0.0-2.0-122.0-4.0","12","11","0","0","","","","","null","","","","60","","","","","","","","","","","","","","","","","3","","","","","","","","","","19","1.5","","","","","","","","","","","","","",""
"181","","deliberation","html-keyboard-response","273","276269","0.0-2.0-124.0-0.0","12","11","0","0","","","","","50","","","","61","1","28","36","faces","body_parts","50","50","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","0","F","0","NaN","NaN","original","2000","3","2","28","36","faces","body_parts","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","50","50","20.5","0.181","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","274","277102","0.0-2.0-124.0-2.0-0.0","12","11","0","0","","","","","null","","","","61","","","","","","","","","","","","","","","","","3","","","","","","","","","","20.681","0.819","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","275","277214","0.0-2.0-124.0-4.0","12","11","0","0","","","","","null","","","","61","","","","","","","","","","","","","","","","","3","","","","","","","","","","21.5","2","","","","","","","","","","","","","",""
"212","","deliberation","html-keyboard-response","276","277429","0.0-2.0-126.0-0.0","12","11","0","0","","","","","50","","","","62","1","58","24","objects","faces","50","50","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","0","D","0","NaN","NaN","original","3500","3","2","58","24","objects","faces","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","50","50","23.5","0.212","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","277","278228","0.0-2.0-126.0-2.0-0.0","12","11","0","0","","","","","null","","","","62","","","","","","","","","","","","","","","","","3","","","","","","","","","","23.712","0.788","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","278","278340","0.0-2.0-126.0-4.0","12","11","0","0","","","","","null","","","","62","","","","","","","","","","","","","","","","","3","","","","","","","","","","24.5","3.5","","","","","","","","","","","","","",""
"11","","deliberation","html-keyboard-response","279","278353","0.0-2.0-128.0-0.0","12","11","0","0","","","","","50","","","","63","1","17","40","outdoor_scenes","body_parts","50","50","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","0","C","0","NaN","NaN","original","1000","3","2","17","40","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","50","50","28","0.011","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","280","279350","0.0-2.0-128.0-2.0-0.0","12","11","0","0","","","","","null","","","","63","","","","","","","","","","","","","","","","","3","","","","","","","","","","28.011","0.989","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","281","279462","0.0-2.0-128.0-4.0","12","11","0","0","","","","","null","","","","63","","","","","","","","","","","","","","","","","3","","","","","","","","","","29","1","","","","","","","","","","","","","",""
"302","","deliberation","html-keyboard-response","282","279766","0.0-2.0-130.0-0.0","12","11","0","0","","","","","50","","","","64","1","32","48","faces","objects","50","50","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","0","J","0","NaN","NaN","original","2000","3","2","32","48","faces","objects","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","50","50","30","0.302","","","","","","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","283","280479","0.0-2.0-130.0-2.0-0.0","12","11","0","0","","","","","null","","","","64","","","","","","","","","","","","","","","","","3","","","","","","","","","","30.302","0.698","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","284","280587","0.0-2.0-130.0-4.0","12","11","0","0","","","","","null","","","","64","","","","","","","","","","","","","","","","","3","","","","","","","","","","31","2","","","","","","","","","","","","","",""
