"rt","responses","ttype","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","warning","missed_checkup","success","start_time","view_history","repeat_instructions","key_press","response","stimulus_index","path","index","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","onset","duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","response_ends_trial","trial_duration","scramble_acc","chosen_left","old_pair","pair_type","old_response","pair_acc"
"null","","deliberation_confirmation","html-keyboard-response","94","46174","0.0-2.0-20.0-2.0-0.0","1","12","0","0","","","","","null","","","","9","","","","","","","","1","","","","","","","","","","14.713000000000003","-0.713","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","95","46281","0.0-2.0-20.0-4.0","1","12","0","0","","","","","null","","","","9","","","","","","","","1","","","","","","","","","","14.000000000000004","2.5","","","","","","","","","","","","","","","","",""
"137","","deliberation","html-keyboard-response","96","46419","0.0-2.0-22.0-0.0","1","12","0","0","","","","","50","","","","10","0","I","0","1778","right","scramble","1000","1","1","38","18","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","NaN","NaN","16.500000000000004","1.778","","","","","","","","","","false","1778","","","","","",""
"383","","scramble_instruction","html-keyboard-response","97","46803","0.0-2.0-22.0-1.0-0.0","1","12","0","0","","","","","50","","","","10","0","","","","","","","1","","","","","","","","","","18.278000000000002","0.383","1","38","18","body_parts","outdoor_scenes","","","","","","","0","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","98","46806","0.0-2.0-22.0-2.0-0.0","1","12","0","0","","","","","null","","","","10","","","","","","","","1","","","","","","","","","","18.661","-1.161","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","99","46907","0.0-2.0-22.0-4.0","1","12","0","0","","","","","null","","","","10","","","","","","","","1","","","","","","","","","","17.5","1","","","","","","","","","","","","","","","","",""
"223","","deliberation","html-keyboard-response","100","47132","0.0-2.0-24.0-0.0","1","12","0","0","","","","","50","","","","11","0","A","0","NaN","NaN","original","1500","1","1","19","55","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","50","50","18.5","0.223","1","19","55","outdoor_scenes","objects","50","50","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","101","47920","0.0-2.0-24.0-2.0-0.0","1","12","0","0","","","","","null","","","","11","","","","","","","","1","","","","","","","","","","18.723","0.777","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","102","48032","0.0-2.0-24.0-4.0","1","12","0","0","","","","","null","","","","11","","","","","","","","1","","","","","","","","","","19.5","1.5","","","","","","","","","","","","","","","","",""
"321","","deliberation","html-keyboard-response","103","48356","0.0-2.0-26.0-0.0","1","12","0","0","","","","","50","","","","12","0","F","0","NaN","NaN","original","3500","1","1","25","43","faces","body_parts","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg","50","50","21","0.321","1","25","43","faces","body_parts","50","50","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","104","49048","0.0-2.0-26.0-2.0-0.0","1","12","0","0","","","","","null","","","","12","","","","","","","","1","","","","","","","","","","21.321","0.679","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","105","49156","0.0-2.0-26.0-4.0","1","12","0","0","","","","","null","","","","12","","","","","","","","1","","","","","","","","","","22","3.5","","","","","","","","","","","","","","","","",""
"358","","deliberation","html-keyboard-response","106","49516","0.0-2.0-28.0-0.0","1","12","0","0","","","","","50","","","","13","0","C","0","NaN","NaN","original","3000","1","1","15","45","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","50","50","25.5","0.358","1","15","45","outdoor_scenes","body_parts","50","50","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","107","50167","0.0-2.0-28.0-2.0-0.0","1","12","0","0","","","","","null","","","","13","","","","","","","","1","","","","","","","","","","25.858","0.642","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","108","50276","0.0-2.0-28.0-4.0","1","12","0","0","","","","","null","","","","13","","","","","","","","1","","","","","","","","","","26.5","3","","","","","","","","","","","","","","","","",""
"109","","deliberation","html-keyboard-response","109","50388","0.0-2.0-30.0-0.0","1","12","0","0","","","","","50","","","","14","0","G","0","NaN","NaN","original","1000","1","1","57","22","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","50","50","29.5","0.109","1","57","22","objects","outdoor_scenes","50","50","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","110","51287","0.0-2.0-30.0-2.0-0.0","1","12","0","0","","","","","null","","","","14","","","","","","","","1","","","","","","","","","","29.609","0.891","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","111","51399","0.0-2.0-30.0-4.0","1","12","0","0","","","","","null","","","","14","","","","","","","","1","","","","","","","","","","30.5","1","","","","","","","","","","","","","","","","",""
"32","","deliberation","html-keyboard-response","112","51433","0.0-2.0-32.0-0.0","1","12","0","0","","","","","50","","","","15","0","G","0","1978","left","scramble","3000","1","1","57","22","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","NaN","NaN","31.5","1.978","","","","","","","","","","false","1978","","","","","",""
"561","","scramble_instruction","html-keyboard-response","113","51996","0.0-2.0-32.0-1.0-0.0","1","12","0","0","","","","","50","","","","15","0","","","","","","","1","","","","","","","","","","33.478","0.561","1","57","22","objects","outdoor_scenes","","","","","","","1","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","114","51999","0.0-2.0-32.0-2.0-0.0","1","12","0","0","","","","","null","","","","15","","","","","","","","1","","","","","","","","","","34.039","-1.539","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","115","52105","0.0-2.0-32.0-4.0","1","12","0","0","","","","","null","","","","15","","","","","","","","1","","","","","","","","","","32.5","3","","","","","","","","","","","","","","","","",""
"217","","deliberation","html-keyboard-response","116","52324","0.0-2.0-34.0-0.0","1","12","0","0","","","","","50","","","","16","0","L","0","1540","left","scramble","1000","1","1","46","32","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg","NaN","NaN","35.5","1.54","","","","","","","","","","false","1540","","","","","",""
"814","","scramble_instruction","html-keyboard-response","117","53139","0.0-2.0-34.0-1.0-0.0","1","12","0","0","","","","","50","","","","16","0","","","","","","","1","","","","","","","","","","37.04","0.814","1","46","32","body_parts","faces","","","","","","","1","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","118","53143","0.0-2.0-34.0-2.0-0.0","1","12","0","0","","","","","null","","","","16","","","","","","","","1","","","","","","","","","","37.854","-1.354","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","119","53248","0.0-2.0-34.0-4.0","1","12","0","0","","","","","null","","","","16","","","","","","","","1","","","","","","","","","","36.5","1","","","","","","","","","","","","","","","","",""
"425","","deliberation","html-keyboard-response","120","53675","0.0-2.0-36.0-0.0","1","12","0","0","","","","","50","","","","17","0","I","0","NaN","NaN","original","1500","1","1","38","18","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","50","50","37.5","0.425","1","38","18","body_parts","outdoor_scenes","50","50","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","121","54264","0.0-2.0-36.0-2.0-0.0","1","12","0","0","","","","","null","","","","17","","","","","","","","1","","","","","","","","","","37.925","0.575","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","122","54371","0.0-2.0-36.0-4.0","1","12","0","0","","","","","null","","","","17","","","","","","","","1","","","","","","","","","","38.5","1.5","","","","","","","","","","","","","","","","",""
"174","","deliberation","html-keyboard-response","123","54547","0.0-2.0-38.0-0.0","1","12","0","0","","","","","50","","","","18","0","E","0","996","left","scramble","3500","1","1","54","36","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_callum-skelton-3KLMq7y46nA-unsplash.jpg","NaN","NaN","40","0.996","","","","","","","","","","false","996","","","","","",""
"318","","scramble_instruction","html-keyboard-response","124","54867","0.0-2.0-38.0-1.0-0.0","1","12","0","0","","","","","50","","","","18","0","","","","","","","1","","","","","","","","","","40.996","0.318","1","54","36","objects","body_parts","","","","","","","1","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","125","54869","0.0-2.0-38.0-2.0-0.0","1","12","0","0","","","","","null","","","","18","","","","","","","","1","","","","","","","","","","41.314","-0.314","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","126","54974","0.0-2.0-38.0-4.0","1","12","0","0","","","","","null","","","","18","","","","","","","","1","","","","","","","","","","41","3.5","","","","","","","","","","","","","","","","",""
"284","","deliberation","html-keyboard-response","127","55260","0.0-2.0-40.0-0.0","1","12","0","0","","","","","50","","","","19","0","A","0","1729","left","scramble","1000","1","1","19","55","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","NaN","NaN","44.5","1.729","","","","","","","","","","false","1729","","","","","",""
"366","","scramble_instruction","html-keyboard-response","128","55628","0.0-2.0-40.0-1.0-0.0","1","12","0","0","","","","","50","","","","19","0","","","","","","","1","","","","","","","","","","46.229","0.366","1","19","55","outdoor_scenes","objects","","","","","","","1","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","129","55630","0.0-2.0-40.0-2.0-0.0","1","12","0","0","","","","","null","","","","19","","","","","","","","1","","","","","","","","","","46.595","-1.095","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","130","55732","0.0-2.0-40.0-4.0","1","12","0","0","","","","","null","","","","19","","","","","","","","1","","","","","","","","","","45.5","1","","","","","","","","","","","","","","","","",""
"93","","deliberation","html-keyboard-response","131","55828","0.0-2.0-42.0-0.0","1","12","0","0","","","","","50","","","","20","0","K","0","1135","left","scramble","2000","1","1","37","59","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","NaN","NaN","46.5","1.135","","","","","","","","","","false","1135","","","","","",""
"182","","scramble_instruction","html-keyboard-response","132","56012","0.0-2.0-42.0-1.0-0.0","1","12","0","0","","","","","50","","","","20","0","","","","","","","1","","","","","","","","","","47.635","0.182","1","37","59","body_parts","objects","","","","","","","1","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","133","56014","0.0-2.0-42.0-2.0-0.0","1","12","0","0","","","","","null","","","","20","","","","","","","","1","","","","","","","","","","47.817","-0.317","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","134","56120","0.0-2.0-42.0-4.0","1","12","0","0","","","","","null","","","","20","","","","","","","","1","","","","","","","","","","47.5","2","","","","","","","","","","","","","","","","",""
"105","","deliberation","html-keyboard-response","135","56228","0.0-2.0-44.0-0.0","1","12","0","0","","","","","50","","","","21","0","D","0","1677","right","scramble","1500","1","1","56","33","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg","NaN","NaN","49.5","1.677","","","","","","","","","","false","1677","","","","","",""
"214","","scramble_instruction","html-keyboard-response","136","56444","0.0-2.0-44.0-1.0-0.0","1","12","0","0","","","","","50","","","","21","0","","","","","","","1","","","","","","","","","","51.177","0.214","1","56","33","objects","faces","","","","","","","0","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","137","56447","0.0-2.0-44.0-2.0-0.0","1","12","0","0","","","","","null","","","","21","","","","","","","","1","","","","","","","","","","51.391","-0.891","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","138","56557","0.0-2.0-44.0-4.0","1","12","0","0","","","","","null","","","","21","","","","","","","","1","","","","","","","","","","50.5","1.5","","","","","","","","","","","","","","","","",""
"74","","deliberation","html-keyboard-response","139","56634","0.0-2.0-46.0-0.0","1","12","0","0","","","","","50","","","","22","0","B","0","1788","right","scramble","2000","1","1","13","29","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","NaN","NaN","52","1.788","","","","","","","","","","false","1788","","","","","",""
"184","","scramble_instruction","html-keyboard-response","140","56820","0.0-2.0-46.0-1.0-0.0","1","12","0","0","","","","","50","","","","22","0","","","","","","","1","","","","","","","","","","53.788","0.184","1","13","29","outdoor_scenes","faces","","","","","","","0","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","141","56822","0.0-2.0-46.0-2.0-0.0","1","12","0","0","","","","","null","","","","22","","","","","","","","1","","","","","","","","","","53.971999999999994","-0.972","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","142","56935","0.0-2.0-46.0-4.0","1","12","0","0","","","","","null","","","","22","","","","","","","","1","","","","","","","","","","52.99999999999999","2","","","","","","","","","","","","","","","","",""
"67","","deliberation","html-keyboard-response","143","57003","0.0-2.0-48.0-0.0","1","12","0","0","","","","","50","","","","23","0","L","0","NaN","NaN","original","2000","1","1","46","32","body_parts","faces","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","50","50","54.99999999999999","0.067","1","46","32","body_parts","faces","50","50","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","144","57940","0.0-2.0-48.0-2.0-0.0","1","12","0","0","","","","","null","","","","23","","","","","","","","1","","","","","","","","","","55.06699999999999","0.933","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","145","58046","0.0-2.0-48.0-4.0","1","12","0","0","","","","","null","","","","23","","","","","","","","1","","","","","","","","","","55.99999999999999","2","","","","","","","","","","","","","","","","",""
"154","","deliberation","html-keyboard-response","146","58203","0.0-2.0-50.0-0.0","1","12","0","0","","","","","50","","","","24","0","D","0","NaN","NaN","original","1000","1","1","56","33","objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","50","50","57.99999999999999","0.154","1","56","33","objects","faces","50","50","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","147","59054","0.0-2.0-50.0-2.0-0.0","1","12","0","0","","","","","null","","","","24","","","","","","","","1","","","","","","","","","","58.153999999999996","0.846","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","148","59165","0.0-2.0-50.0-4.0","1","12","0","0","","","","","null","","","","24","","","","","","","","1","","","","","","","","","","58.99999999999999","1","","","","","","","","","","","","","","","","",""
"141","","deliberation","html-keyboard-response","149","59308","0.0-2.0-52.0-0.0","1","12","0","0","","","","","50","","","","25","0","C","0","1873","right","scramble","1500","1","1","15","45","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-7TBFwUQA6Xk-unsplash.jpg","NaN","NaN","59.99999999999999","1.873","","","","","","","","","","false","1873","","","","","",""
"214","","scramble_instruction","html-keyboard-response","150","59524","0.0-2.0-52.0-1.0-0.0","1","12","0","0","","","","","50","","","","25","0","","","","","","","1","","","","","","","","","","61.87299999999999","0.214","1","15","45","outdoor_scenes","body_parts","","","","","","","0","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","151","59527","0.0-2.0-52.0-2.0-0.0","1","12","0","0","","","","","null","","","","25","","","","","","","","1","","","","","","","","","","62.08699999999999","-1.087","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","152","59638","0.0-2.0-52.0-4.0","1","12","0","0","","","","","null","","","","25","","","","","","","","1","","","","","","","","","","60.999999999999986","1.5","","","","","","","","","","","","","","","","",""
"320","","deliberation","html-keyboard-response","153","59959","0.0-2.0-54.0-0.0","1","12","0","0","","","","","50","","","","26","0","J","0","NaN","NaN","original","1000","1","1","31","51","faces","objects","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","50","50","62.499999999999986","0.32","1","31","51","faces","objects","50","50","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","154","60644","0.0-2.0-54.0-2.0-0.0","1","12","0","0","","","","","null","","","","26","","","","","","","","1","","","","","","","","","","62.819999999999986","0.68","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","155","60748","0.0-2.0-54.0-4.0","1","12","0","0","","","","","null","","","","26","","","","","","","","1","","","","","","","","","","63.499999999999986","1","","","","","","","","","","","","","","","","",""
"206","","deliberation","html-keyboard-response","156","60956","0.0-2.0-56.0-0.0","1","12","0","0","","","","","50","","","","27","0","B","0","NaN","NaN","original","2000","1","1","13","29","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","50","50","64.49999999999999","0.206","1","13","29","outdoor_scenes","faces","50","50","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","157","61757","0.0-2.0-56.0-2.0-0.0","1","12","0","0","","","","","null","","","","27","","","","","","","","1","","","","","","","","","","64.70599999999999","0.794","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","158","61864","0.0-2.0-56.0-4.0","1","12","0","0","","","","","null","","","","27","","","","","","","","1","","","","","","","","","","65.49999999999999","2","","","","","","","","","","","","","","","","",""
"186","","deliberation","html-keyboard-response","159","62052","0.0-2.0-58.0-0.0","1","12","0","0","","","","","50","","","","28","0","L","0","NaN","NaN","original","3000","2","1","46","32","body_parts","faces","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","50","50","67.49999999999999","0.186","1","46","32","body_parts","faces","50","50","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","160","62876","0.0-2.0-58.0-2.0-0.0","1","12","0","0","","","","","null","","","","28","","","","","","","","2","","","","","","","","","","67.68599999999999","0.814","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","161","62981","0.0-2.0-58.0-4.0","1","12","0","0","","","","","null","","","","28","","","","","","","","2","","","","","","","","","","68.49999999999999","3","","","","","","","","","","","","","","","","",""
"75","","deliberation","html-keyboard-response","162","63056","0.0-2.0-60.0-0.0","1","12","0","0","","","","","50","","","","29","0","J","0","NaN","NaN","original","2000","2","1","31","51","faces","objects","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","50","50","71.49999999999999","0.075","1","31","51","faces","objects","50","50","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","163","63990","0.0-2.0-60.0-2.0-0.0","1","12","0","0","","","","","null","","","","29","","","","","","","","2","","","","","","","","","","71.57499999999999","0.925","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","164","64103","0.0-2.0-60.0-4.0","1","12","0","0","","","","","null","","","","29","","","","","","","","2","","","","","","","","","","72.49999999999999","2","","","","","","","","","","","","","","","","",""
"241","","deliberation","html-keyboard-response","165","64347","0.0-2.0-62.0-0.0","1","12","0","0","","","","","50","","","","30","0","A","0","NaN","NaN","original","1500","2","1","19","55","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","50","50","74.49999999999999","0.241","1","19","55","outdoor_scenes","objects","50","50","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","166","65119","0.0-2.0-62.0-2.0-0.0","1","12","0","0","","","","","null","","","","30","","","","","","","","2","","","","","","","","","","74.74099999999999","0.759","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","167","65228","0.0-2.0-62.0-4.0","1","12","0","0","","","","","null","","","","30","","","","","","","","2","","","","","","","","","","75.49999999999999","1.5","","","","","","","","","","","","","","","","",""
"141","","deliberation","html-keyboard-response","168","65372","0.0-2.0-64.0-0.0","1","12","0","0","","","","","50","","","","31","0","J","0","1739","right","scramble","2000","2","1","31","51","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_art-lasovsky-8XddFc6NkBY-unsplash.jpg","NaN","NaN","76.99999999999999","1.739","","","","","","","","","","false","1739","","","","","",""
"669","","scramble_instruction","html-keyboard-response","169","66043","0.0-2.0-64.0-1.0-0.0","1","12","0","0","","","","","50","","","","31","0","","","","","","","2","","","","","","","","","","78.73899999999999","0.669","1","31","51","faces","objects","","","","","","","0","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","170","66045","0.0-2.0-64.0-2.0-0.0","1","12","0","0","","","","","null","","","","31","","","","","","","","2","","","","","","","","","","79.40799999999999","-1.408","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","171","66149","0.0-2.0-64.0-4.0","1","12","0","0","","","","","null","","","","31","","","","","","","","2","","","","","","","","","","77.99999999999999","2","","","","","","","","","","","","","","","","",""
"396","","deliberation","html-keyboard-response","172","66548","0.0-2.0-66.0-0.0","1","12","0","0","","","","","50","","","","32","0","C","0","1297","right","scramble","1000","2","1","15","45","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-7TBFwUQA6Xk-unsplash.jpg","NaN","NaN","79.99999999999999","1.297","","","","","","","","","","false","1297","","","","","",""
"389","","scramble_instruction","html-keyboard-response","173","66938","0.0-2.0-66.0-1.0-0.0","1","12","0","0","","","","","50","","","","32","0","","","","","","","2","","","","","","","","","","81.29699999999998","0.389","1","15","45","outdoor_scenes","body_parts","","","","","","","0","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","174","66941","0.0-2.0-66.0-2.0-0.0","1","12","0","0","","","","","null","","","","32","","","","","","","","2","","","","","","","","","","81.68599999999998","-0.686","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","175","67044","0.0-2.0-66.0-4.0","1","12","0","0","","","","","null","","","","32","","","","","","","","2","","","","","","","","","","80.99999999999997","1","","","","","","","","","","","","","","","","",""
"284","","deliberation","html-keyboard-response","176","67331","0.0-2.0-68.0-0.0","1","12","0","0","","","","","50","","","","33","0","K","0","1396","right","scramble","3500","2","1","37","59","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","NaN","NaN","81.99999999999997","1.396","","","","","","","","","","false","1396","","","","","",""
"431","","scramble_instruction","html-keyboard-response","177","67763","0.0-2.0-68.0-1.0-0.0","1","12","0","0","","","","","50","","","","33","0","","","","","","","2","","","","","","","","","","83.39599999999997","0.431","1","37","59","body_parts","objects","","","","","","","0","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","178","67766","0.0-2.0-68.0-2.0-0.0","1","12","0","0","","","","","null","","","","33","","","","","","","","2","","","","","","","","","","83.82699999999997","-0.827","","","","","","","","","","","","","","","","",""
