"rt","responses","ttype","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","warning","missed_checkup","success","start_time","view_history","repeat_instructions","key_press","response","stimulus_index","path","index","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","onset","duration","response_ends_trial","trial_duration","scramble_acc","stimulus_id","isi","item_id","outcome","response_rt","deliberation_reward_tally"
"null","","deliberation_confirmation","html-keyboard-response","154","63334","0.0-2.0-56.0-2.0-0.0","1","1","0","0","","","","","null","","","","27","","","","","","","","","","","","","","","1","","","","","","","","","","4255.079","-0.37","","","","","","","","",""
"null","","iti","html-keyboard-response","155","63440","0.0-2.0-56.0-4.0","1","1","0","0","","","","","null","","","","27","","","","","","","","","","","","","","","1","","","","","","","","","","4254.709","2","","","","","","","","",""
"144","","deliberation","html-keyboard-response","156","63586","0.0-2.0-58.0-0.0","1","1","0","0","","","","","50","","","","28","1","36","16","body_parts","outdoor_scenes","50","50","0","I","0","NaN","NaN","original","2000","2","1","36","16","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","4256.709","0.144","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","157","64448","0.0-2.0-58.0-2.0-0.0","1","1","0","0","","","","","null","","","","28","","","","","","","","","","","","","","","2","","","","","","","","","","4256.853","0.856","","","","","","","","",""
"null","","iti","html-keyboard-response","158","64550","0.0-2.0-58.0-4.0","1","1","0","0","","","","","null","","","","28","","","","","","","","","","","","","","","2","","","","","","","","","","4257.709","2","","","","","","","","",""
"165","","deliberation","html-keyboard-response","159","64717","0.0-2.0-60.0-0.0","1","1","0","0","","","","","50","","","","29","1","37","56","body_parts","objects","50","50","0","K","0","NaN","NaN","original","1500","2","1","37","56","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","50","50","4259.709","0.165","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","160","65560","0.0-2.0-60.0-2.0-0.0","1","1","0","0","","","","","null","","","","29","","","","","","","","","","","","","","","2","","","","","","","","","","4259.874","0.835","","","","","","","","",""
"null","","iti","html-keyboard-response","161","65666","0.0-2.0-60.0-4.0","1","1","0","0","","","","","null","","","","29","","","","","","","","","","","","","","","2","","","","","","","","","","4260.709","1.5","","","","","","","","",""
"42","","deliberation","html-keyboard-response","162","65709","0.0-2.0-62.0-0.0","1","1","0","0","","","","","50","","","","30","1","53","20","objects","outdoor_scenes","50","50","0","G","0","NaN","NaN","original","1000","2","1","53","20","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","50","50","4262.209","0.042","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","163","66671","0.0-2.0-62.0-2.0-0.0","1","1","0","0","","","","","null","","","","30","","","","","","","","","","","","","","","2","","","","","","","","","","4262.251","0.958","","","","","","","","",""
"null","","iti","html-keyboard-response","164","66775","0.0-2.0-62.0-4.0","1","1","0","0","","","","","null","","","","30","","","","","","","","","","","","","","","2","","","","","","","","","","4263.209","1","","","","","","","","",""
"64","","deliberation","html-keyboard-response","165","66841","0.0-2.0-64.0-0.0","1","1","0","0","","","","","50","","","","31","1","17","29","outdoor_scenes","faces","50","50","0","B","0","NaN","NaN","original","1000","2","1","17","29","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","50","50","4264.209","0.064","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","166","67785","0.0-2.0-64.0-2.0-0.0","1","1","0","0","","","","","null","","","","31","","","","","","","","","","","","","","","2","","","","","","","","","","4264.273","0.936","","","","","","","","",""
"null","","iti","html-keyboard-response","167","67898","0.0-2.0-64.0-4.0","1","1","0","0","","","","","null","","","","31","","","","","","","","","","","","","","","2","","","","","","","","","","4265.209","1","","","","","","","","",""
"219","","deliberation","html-keyboard-response","168","68118","0.0-2.0-66.0-0.0","1","1","0","0","","","","","50","","","","32","1","51","41","objects","body_parts","50","50","0","E","0","NaN","NaN","original","1000","2","1","51","41","objects","body_parts","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","50","50","4266.209","0.219","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","169","68902","0.0-2.0-66.0-2.0-0.0","1","1","0","0","","","","","null","","","","32","","","","","","","","","","","","","","","2","","","","","","","","","","4266.428","0.781","","","","","","","","",""
"null","","iti","html-keyboard-response","170","69007","0.0-2.0-66.0-4.0","1","1","0","0","","","","","null","","","","32","","","","","","","","","","","","","","","2","","","","","","","","","","4267.209","1","","","","","","","","",""
"238","","deliberation","html-keyboard-response","171","69246","0.0-2.0-68.0-0.0","1","1","0","0","","","","","50","","","","33","1","21","58","outdoor_scenes","objects","50","50","0","A","0","NaN","NaN","original","3000","2","1","21","58","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","50","50","4268.209","0.238","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","172","70017","0.0-2.0-68.0-2.0-0.0","1","1","0","0","","","","","null","","","","33","","","","","","","","","","","","","","","2","","","","","","","","","","4268.447","0.762","","","","","","","","",""
"null","","iti","html-keyboard-response","173","70126","0.0-2.0-68.0-4.0","1","1","0","0","","","","","null","","","","33","","","","","","","","","","","","","","","2","","","","","","","","","","4269.209","3","","","","","","","","",""
"76","","deliberation","html-keyboard-response","174","70204","0.0-2.0-70.0-0.0","1","1","0","0","","","","","50","","","","34","","","","","","","","0","C","0","1689","left","scramble","1000","2","1","19","42","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg","NaN","NaN","4272.209","1.689","false","1689","","","","","","",""
"238","","scramble_instruction","html-keyboard-response","175","70444","0.0-2.0-70.0-1.0-0.0","1","1","0","0","","","","","50","","","","34","1","19","42","outdoor_scenes","body_parts","","","0","","","","","","","2","","","","","","","","","","4273.898","0.238","","","1","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","176","70446","0.0-2.0-70.0-2.0-0.0","1","1","0","0","","","","","null","","","","34","","","","","","","","","","","","","","","2","","","","","","","","","","4511.898","-0.927","","","","","","","","",""
"null","","iti","html-keyboard-response","177","70552","0.0-2.0-70.0-4.0","1","1","0","0","","","","","null","","","","34","","","","","","","","","","","","","","","2","","","","","","","","","","4510.9710000000005","1","","","","","","","","",""
"162","","deliberation","html-keyboard-response","178","70717","0.0-2.0-72.0-0.0","1","1","0","0","","","","","50","","","","35","","","","","","","","0","A","0","1822","right","scramble","1000","2","1","21","58","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","NaN","NaN","4511.9710000000005","1.822","false","1822","","","","","","",""
"261","","scramble_instruction","html-keyboard-response","179","70979","0.0-2.0-72.0-1.0-0.0","1","1","0","0","","","","","50","","","","35","1","21","58","outdoor_scenes","objects","","","0","","","","","","","2","","","","","","","","","","4513.793000000001","0.261","","","0","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","180","70981","0.0-2.0-72.0-2.0-0.0","1","1","0","0","","","","","null","","","","35","","","","","","","","","","","","","","","2","","","","","","","","","","4774.793000000001","-1.083","","","","","","","","",""
"null","","iti","html-keyboard-response","181","71086","0.0-2.0-72.0-4.0","1","1","0","0","","","","","null","","","","35","","","","","","","","","","","","","","","2","","","","","","","","","","4773.710000000001","1","","","","","","","","",""
"181","","deliberation","html-keyboard-response","182","71268","0.0-2.0-74.0-0.0","1","1","0","0","","","","","50","","","","36","","","","","","","","0","D","0","1692","right","scramble","1500","2","1","52","24","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_abstral-official-cyOKLSgkgCE-unsplash.jpg","NaN","NaN","4774.710000000001","1.692","false","1692","","","","","","",""
"304","","scramble_instruction","html-keyboard-response","183","71574","0.0-2.0-74.0-1.0-0.0","1","1","0","0","","","","","50","","","","36","1","52","24","objects","faces","","","0","","","","","","","2","","","","","","","","","","4776.402000000001","0.304","","","0","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","184","71577","0.0-2.0-74.0-2.0-0.0","1","1","0","0","","","","","null","","","","36","","","","","","","","","","","","","","","2","","","","","","","","","","5080.402000000001","-0.996","","","","","","","","",""
"null","","iti","html-keyboard-response","185","71681","0.0-2.0-74.0-4.0","1","1","0","0","","","","","null","","","","36","","","","","","","","","","","","","","","2","","","","","","","","","","5079.406000000001","1.5","","","","","","","","",""
"131","","deliberation","html-keyboard-response","186","71814","0.0-2.0-76.0-0.0","1","1","0","0","","","","","50","","","","37","","","","","","","","0","B","0","1250","left","scramble","3000","2","1","17","29","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","NaN","NaN","5080.906000000001","1.25","false","1250","","","","","","",""
"290","","scramble_instruction","html-keyboard-response","187","72105","0.0-2.0-76.0-1.0-0.0","1","1","0","0","","","","","50","","","","37","1","17","29","outdoor_scenes","faces","","","0","","","","","","","2","","","","","","","","","","5082.156000000001","0.29","","","1","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","188","72108","0.0-2.0-76.0-2.0-0.0","1","1","0","0","","","","","null","","","","37","","","","","","","","","","","","","","","2","","","","","","","","","","5372.156000000001","-0.54","","","","","","","","",""
"null","","iti","html-keyboard-response","189","72210","0.0-2.0-76.0-4.0","1","1","0","0","","","","","null","","","","37","","","","","","","","","","","","","","","2","","","","","","","","","","5371.616000000001","3","","","","","","","","",""
"82","","deliberation","html-keyboard-response","190","72294","0.0-2.0-78.0-0.0","1","1","0","0","","","","","50","","","","38","","","","","","","","0","G","0","1773","left","scramble","1500","2","1","53","20","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_samsommer-vddccTqwal8-unsplash.jpg","NaN","NaN","5374.616000000001","1.773","false","1773","","","","","","",""
"239","","scramble_instruction","html-keyboard-response","191","72535","0.0-2.0-78.0-1.0-0.0","1","1","0","0","","","","","50","","","","38","1","53","20","objects","outdoor_scenes","","","0","","","","","","","2","","","","","","","","","","5376.389000000001","0.239","","","1","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","192","72538","0.0-2.0-78.0-2.0-0.0","1","1","0","0","","","","","null","","","","38","","","","","","","","","","","","","","","2","","","","","","","","","","5615.389000000001","-1.012","","","","","","","","",""
"null","","iti","html-keyboard-response","193","72643","0.0-2.0-78.0-4.0","1","1","0","0","","","","","null","","","","38","","","","","","","","","","","","","","","2","","","","","","","","","","5614.377000000001","1.5","","","","","","","","",""
"137","","deliberation","html-keyboard-response","194","72781","0.0-2.0-80.0-0.0","1","1","0","0","","","","","50","","","","39","1","19","42","outdoor_scenes","body_parts","50","50","0","C","0","NaN","NaN","original","1500","2","1","19","42","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg","50","50","5615.877000000001","0.137","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","195","73657","0.0-2.0-80.0-2.0-0.0","1","1","0","0","","","","","null","","","","39","","","","","","","","","","","","","","","2","","","","","","","","","","5616.014000000001","0.863","","","","","","","","",""
"null","","iti","html-keyboard-response","196","73767","0.0-2.0-80.0-4.0","1","1","0","0","","","","","null","","","","39","","","","","","","","","","","","","","","2","","","","","","","","","","5616.877000000001","1.5","","","","","","","","",""
"195","","deliberation","html-keyboard-response","197","73964","0.0-2.0-82.0-0.0","1","1","0","0","","","","","50","","","","40","1","52","24","objects","faces","50","50","0","D","0","NaN","NaN","original","3000","2","1","52","24","objects","faces","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","50","50","5618.377000000001","0.195","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","198","74779","0.0-2.0-82.0-2.0-0.0","1","1","0","0","","","","","null","","","","40","","","","","","","","","","","","","","","2","","","","","","","","","","5618.572000000001","0.805","","","","","","","","",""
"null","","iti","html-keyboard-response","199","74886","0.0-2.0-82.0-4.0","1","1","0","0","","","","","null","","","","40","","","","","","","","","","","","","","","2","","","","","","","","","","5619.377000000001","3","","","","","","","","",""
"8","","deliberation","html-keyboard-response","200","74896","0.0-2.0-84.0-0.0","1","1","0","0","","","","","50","","","","41","","","","","","","","0","L","0","1642","right","scramble","1000","2","1","46","26","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_art-hauntington-jzY0KRJopEI-unsplash.jpg","NaN","NaN","5622.377000000001","1.642","false","1642","","","","","","",""
"284","","scramble_instruction","html-keyboard-response","201","75182","0.0-2.0-84.0-1.0-0.0","1","1","0","0","","","","","50","","","","41","1","46","26","body_parts","faces","","","0","","","","","","","2","","","","","","","","","","5624.019000000001","0.284","","","0","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","202","75185","0.0-2.0-84.0-2.0-0.0","1","1","0","0","","","","","null","","","","41","","","","","","","","","","","","","","","2","","","","","","","","","","5908.019000000001","-0.926","","","","","","","","",""
"null","","iti","html-keyboard-response","203","75288","0.0-2.0-84.0-4.0","1","1","0","0","","","","","null","","","","41","","","","","","","","","","","","","","","2","","","","","","","","","","5907.093000000001","1","","","","","","","","",""
"241","","deliberation","html-keyboard-response","204","75531","0.0-2.0-86.0-0.0","1","1","0","0","","","","","50","","","","42","","","","","","","","0","J","0","1606","right","scramble","3000","2","1","34","57","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_olena-sergienko-0TSd6uCKTKc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","NaN","NaN","5908.093000000001","1.606","false","1606","","","","","","",""
"403","","scramble_instruction","html-keyboard-response","205","75934","0.0-2.0-86.0-1.0-0.0","1","1","0","0","","","","","50","","","","42","1","34","57","faces","objects","","","0","","","","","","","2","","","","","","","","","","5909.6990000000005","0.403","","","0","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","206","75937","0.0-2.0-86.0-2.0-0.0","1","1","0","0","","","","","null","","","","42","","","","","","","","","","","","","","","2","","","","","","","","","","6312.6990000000005","-1.009","","","","","","","","",""
"null","","iti","html-keyboard-response","207","76041","0.0-2.0-86.0-4.0","1","1","0","0","","","","","null","","","","42","","","","","","","","","","","","","","","2","","","","","","","","","","6311.6900000000005","3","","","","","","","","",""
"171","","deliberation","html-keyboard-response","208","76214","0.0-2.0-88.0-0.0","1","1","0","0","","","","","50","","","","43","1","34","57","faces","objects","50","50","0","J","0","NaN","NaN","original","1500","2","1","34","57","faces","objects","Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","50","50","6314.6900000000005","0.171","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","209","77049","0.0-2.0-88.0-2.0-0.0","1","1","0","0","","","","","null","","","","43","","","","","","","","","","","","","","","2","","","","","","","","","","6314.861000000001","0.829","","","","","","","","",""
"null","","iti","html-keyboard-response","210","77162","0.0-2.0-88.0-4.0","1","1","0","0","","","","","null","","","","43","","","","","","","","","","","","","","","2","","","","","","","","","","6315.6900000000005","1.5","","","","","","","","",""
"779","","deliberation","html-keyboard-response","211","77943","0.0-2.0-90.0-0.0","1","1","0","0","","","","","50","","","","44","1","28","47","faces","body_parts","50","50","0","F","0","NaN","NaN","original","2000","2","1","28","47","faces","body_parts","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","50","50","6317.1900000000005","0.779","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","212","78167","0.0-2.0-90.0-2.0-0.0","1","1","0","0","","","","","null","","","","44","","","","","","","","","","","","","","","2","","","","","","","","","","6317.969000000001","0.221","","","","","","","","",""
"null","","iti","html-keyboard-response","213","78271","0.0-2.0-90.0-4.0","1","1","0","0","","","","","null","","","","44","","","","","","","","","","","","","","","2","","","","","","","","","","6318.1900000000005","2","","","","","","","","",""
"437","","deliberation","html-keyboard-response","214","78710","0.0-2.0-92.0-0.0","1","1","0","0","","","","","50","","","","45","","","","","","","","0","K","0","1191","left","scramble","3500","2","1","37","56","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","NaN","NaN","6320.1900000000005","1.191","false","1191","","","","","","",""
"370","","scramble_instruction","html-keyboard-response","215","79081","0.0-2.0-92.0-1.0-0.0","1","1","0","0","","","","","50","","","","45","1","37","56","body_parts","objects","","","0","","","","","","","2","","","","","","","","","","6321.381","0.37","","","1","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","216","79083","0.0-2.0-92.0-2.0-0.0","1","1","0","0","","","","","null","","","","45","","","","","","","","","","","","","","","2","","","","","","","","","","6691.381","-0.561","","","","","","","","",""
"null","","iti","html-keyboard-response","217","79185","0.0-2.0-92.0-4.0","1","1","0","0","","","","","null","","","","45","","","","","","","","","","","","","","","2","","","","","","","","","","6690.820000000001","3.5","","","","","","","","",""
"104","","deliberation","html-keyboard-response","218","79291","0.0-2.0-94.0-0.0","1","1","0","0","","","","","50","","","","46","","","","","","","","0","F","0","1084","right","scramble","1000","2","1","28","47","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","NaN","NaN","6694.320000000001","1.084","false","1084","","","","","","",""
"384","","scramble_instruction","html-keyboard-response","219","79677","0.0-2.0-94.0-1.0-0.0","1","1","0","0","","","","","50","","","","46","1","28","47","faces","body_parts","","","0","","","","","","","2","","","","","","","","","","6695.404","0.384","","","0","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","220","79679","0.0-2.0-94.0-2.0-0.0","1","1","0","0","","","","","null","","","","46","","","","","","","","","","","","","","","2","","","","","","","","","","7079.404","-0.468","","","","","","","","",""
"null","","iti","html-keyboard-response","221","79782","0.0-2.0-94.0-4.0","1","1","0","0","","","","","null","","","","46","","","","","","","","","","","","","","","2","","","","","","","","","","7078.936000000001","1","","","","","","","","",""
"128","","deliberation","html-keyboard-response","222","79912","0.0-2.0-96.0-0.0","1","1","0","0","","","","","50","","","","47","1","25","22","faces","outdoor_scenes","50","50","0","H","0","NaN","NaN","original","1000","2","1","25","22","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","50","50","7079.936000000001","0.128","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","223","80794","0.0-2.0-96.0-2.0-0.0","1","1","0","0","","","","","null","","","","47","","","","","","","","","","","","","","","2","","","","","","","","","","7080.064","0.872","","","","","","","","",""
"null","","iti","html-keyboard-response","224","80902","0.0-2.0-96.0-4.0","1","1","0","0","","","","","null","","","","47","","","","","","","","","","","","","","","2","","","","","","","","","","7080.936000000001","1","","","","","","","","",""
"222","","deliberation","html-keyboard-response","225","81126","0.0-2.0-98.0-0.0","1","1","0","0","","","","","50","","","","48","","","","","","","","0","I","0","558","left","scramble","2000","2","1","36","16","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_callum-skelton-3KLMq7y46nA-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","NaN","NaN","7081.936000000001","0.558","false","558","","","","","","",""
"265","","scramble_instruction","html-keyboard-response","226","81392","0.0-2.0-98.0-1.0-0.0","1","1","0","0","","","","","50","","","","48","1","36","16","body_parts","outdoor_scenes","","","0","","","","","","","2","","","","","","","","","","7082.494000000001","0.265","","","1","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","227","81575","0.0-2.0-98.0-2.0-0.0","1","1","0","0","","","","","null","","","","48","","","","","","","","","","","","","","","2","","","","","","","","","","7347.494000000001","0.177","","","","","","","","",""
"null","","iti","html-keyboard-response","228","81681","0.0-2.0-98.0-4.0","1","1","0","0","","","","","null","","","","48","","","","","","","","","","","","","","","2","","","","","","","","","","7347.671","2","","","","","","","","",""
"217","","deliberation","html-keyboard-response","229","81900","0.0-2.0-100.0-0.0","1","1","0","0","","","","","50","","","","49","","","","","","","","0","H","0","772","left","scramble","1500","2","1","25","22","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","NaN","NaN","7349.671","0.772","false","772","","","","","","",""
"274","","scramble_instruction","html-keyboard-response","230","82176","0.0-2.0-100.0-1.0-0.0","1","1","0","0","","","","","50","","","","49","1","25","22","faces","outdoor_scenes","","","0","","","","","","","2","","","","","","","","","","7350.443","0.274","","","1","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","231","82178","0.0-2.0-100.0-2.0-0.0","1","1","0","0","","","","","null","","","","49","","","","","","","","","","","","","","","2","","","","","","","","","","7624.443","-0.046","","","","","","","","",""
"null","","iti","html-keyboard-response","232","82281","0.0-2.0-100.0-4.0","1","1","0","0","","","","","null","","","","49","","","","","","","","","","","","","","","2","","","","","","","","","","7624.397","1.5","","","","","","","","",""
"131","","deliberation","html-keyboard-response","233","82414","0.0-2.0-102.0-0.0","1","1","0","0","","","","","50","","","","50","","","","","","","","0","E","0","1346","right","scramble","2000","2","1","51","41","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_art-lasovsky-8XddFc6NkBY-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucaxx-freire-CacZwMexYdk-unsplash.jpg","NaN","NaN","7625.897","1.346","false","1346","","","","","","",""
"257","","scramble_instruction","html-keyboard-response","234","82671","0.0-2.0-102.0-1.0-0.0","1","1","0","0","","","","","50","","","","50","1","51","41","objects","body_parts","","","0","","","","","","","2","","","","","","","","","","7627.2429999999995","0.257","","","0","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","235","82674","0.0-2.0-102.0-2.0-0.0","1","1","0","0","","","","","null","","","","50","","","","","","","","","","","","","","","2","","","","","","","","","","7884.2429999999995","-0.603","","","","","","","","",""
"null","","iti","html-keyboard-response","236","82778","0.0-2.0-102.0-4.0","1","1","0","0","","","","","null","","","","50","","","","","","","","","","","","","","","2","","","","","","","","","","7883.639999999999","2","","","","","","","","",""
"179","","deliberation","html-keyboard-response","237","82959","0.0-2.0-104.0-0.0","1","1","0","0","","","","","50","","","","51","1","46","26","body_parts","faces","50","50","0","L","0","NaN","NaN","original","3500","2","1","46","26","body_parts","faces","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg","50","50","7885.639999999999","0.179","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","238","83782","0.0-2.0-104.0-2.0-0.0","1","1","0","0","","","","","null","","","","51","","","","","","","","","","","","","","","2","","","","","","","","","","7885.8189999999995","0.821","","","","","","","","",""
"null","","iti","html-keyboard-response","239","83891","0.0-2.0-104.0-4.0","1","1","0","0","","","","","null","","","","51","","","","","","","","","","","","","","","2","","","","","","","","","","7886.639999999999","3.5","","","","","","","","",""
"3642","","deliberation_block_over","html-keyboard-response","240","87534","0.0-2.0-104.0-6.0-0.0","1","1","0","0","","","","","83","","","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2384","","start_run","html-keyboard-response","241","89918","0.0-2.0-104.0-6.0-1.0","1","1","0","0","","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"129","","deliberation","html-keyboard-response","242","90050","0.0-2.0-106.0-0.0","1","1","0","0","","","","","50","","","","52","1","28","47","faces","body_parts","50","50","0","F","0","NaN","NaN","original","1000","3","2","28","47","faces","body_parts","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","50","50","0","0.129","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","243","90931","0.0-2.0-106.0-2.0-0.0","1","1","0","0","","","","","null","","","","52","","","","","","","","","","","","","","","3","","","","","","","","","","0.129","0.871","","","","","","","","",""
"null","","iti","html-keyboard-response","244","91039","0.0-2.0-106.0-4.0","1","1","0","0","","","","","null","","","","52","","","","","","","","","","","","","","","3","","","","","","","","","","1","1","","","","","","","","",""
"234","","deliberation","html-keyboard-response","245","91275","0.0-2.0-108.0-0.0","1","1","0","0","","","","","50","","","","53","1","36","16","body_parts","outdoor_scenes","50","50","0","I","0","NaN","NaN","original","1500","3","2","36","16","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","2","0.234","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","246","92049","0.0-2.0-108.0-2.0-0.0","1","1","0","0","","","","","null","","","","53","","","","","","","","","","","","","","","3","","","","","","","","","","2.234","0.766","","","","","","","","",""
"null","","iti","html-keyboard-response","247","92161","0.0-2.0-108.0-4.0","1","1","0","0","","","","","null","","","","53","","","","","","","","","","","","","","","3","","","","","","","","","","3","1.5","","","","","","","","",""
