"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","onset","duration","warning","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","response_ends_trial","trial_duration","scramble_acc","chosen_left","old_pair","pair_type","old_response","pair_acc","choice_type","reward_type","stimulus_id","outcome_response","outcome_rt","outcome_acc"
"","deliberation","","html-keyboard-response","315","124241","0.0-2.0-146.0-0.0","11","1234","11","190","","","","50","","72","","","0","E","0","NaN","NaN","original","1500","3","2","48","41","objects","body_parts","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","50","50","55.5","0.19","","1","48","41","objects","body_parts","50","50","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","316","125066","0.0-2.0-146.0-2.0-0.0","11","1234","11","null","","","","null","","72","","","","","","","","","","3","","","","","","","","","","55.69","0.81","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","317","125175","0.0-2.0-146.0-4.0","11","1234","11","null","","","","null","","72","","","","","","","","","","3","","","","","","","","","","56.5","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","318","125328","0.0-2.0-148.0-0.0","11","1234","11","151","","","","50","","73","","","0","K","0","1184","left","scramble","1000","3","2","37","55","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","NaN","NaN","58","1.184","","","","","","","","","","","false","1184","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","319","125638","0.0-2.0-148.0-1.0-0.0","11","1234","11","308","","","","50","","73","","","0","","","","","","","3","","","","","","","","","","59.184","0.308","","1","37","55","body_parts","objects","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","320","125642","0.0-2.0-148.0-2.0-0.0","11","1234","11","null","","","","null","","73","","","","","","","","","","3","","","","","","","","","","59.492","-0.492","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","321","125745","0.0-2.0-148.0-4.0","11","1234","11","null","","","","null","","73","","","","","","","","","","3","","","","","","","","","","59","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","322","125983","0.0-2.0-150.0-0.0","11","1234","11","236","","","","50","","74","","","0","I","0","NaN","NaN","original","3000","3","2","40","15","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","50","50","60","0.236","","1","40","15","body_parts","outdoor_scenes","50","50","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","323","126757","0.0-2.0-150.0-2.0-0.0","11","1234","11","null","","","","null","","74","","","","","","","","","","3","","","","","","","","","","60.236","0.764","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","324","126862","0.0-2.0-150.0-4.0","11","1234","11","null","","","","null","","74","","","","","","","","","","3","","","","","","","","","","61","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","325","127317","0.0-2.0-152.0-0.0","11","1234","11","452","","","","50","","75","","","0","D","0","1519","right","scramble","3000","3","2","53","34","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_olena-sergienko-0TSd6uCKTKc-unsplash.jpg","NaN","NaN","64","1.519","","","","","","","","","","","false","1519","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","326","127641","0.0-2.0-152.0-1.0-0.0","11","1234","11","321","","","","50","","75","","","0","","","","","","","3","","","","","","","","","","65.519","0.321","","1","53","34","objects","faces","","","","","","","0","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","327","127644","0.0-2.0-152.0-2.0-0.0","11","1234","11","null","","","","null","","75","","","","","","","","","","3","","","","","","","","","","65.84","-0.84","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","328","127749","0.0-2.0-152.0-4.0","11","1234","11","null","","","","null","","75","","","","","","","","","","3","","","","","","","","","","65","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","329","127932","0.0-2.0-154.0-0.0","11","1234","11","180","","","","50","","76","","","0","B","0","NaN","NaN","original","1000","4","2","22","29","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","50","50","68","0.18","","1","22","29","outdoor_scenes","faces","50","50","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","330","128759","0.0-2.0-154.0-2.0-0.0","11","1234","11","null","","","","null","","76","","","","","","","","","","4","","","","","","","","","","68.18","0.82","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","331","128869","0.0-2.0-154.0-4.0","11","1234","11","null","","","","null","","76","","","","","","","","","","4","","","","","","","","","","69","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","332","129026","0.0-2.0-156.0-0.0","11","1234","11","154","","","","50","","77","","","0","G","0","NaN","NaN","original","2000","4","2","58","17","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","50","50","70","0.154","","1","58","17","objects","outdoor_scenes","50","50","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","333","129881","0.0-2.0-156.0-2.0-0.0","11","1234","11","null","","","","null","","77","","","","","","","","","","4","","","","","","","","","","70.154","0.846","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","334","129991","0.0-2.0-156.0-4.0","11","1234","11","null","","","","null","","77","","","","","","","","","","4","","","","","","","","","","71","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","335","130203","0.0-2.0-158.0-0.0","11","1234","11","208","","","","50","","78","","","0","K","0","845","left","scramble","3500","4","2","37","55","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","NaN","NaN","73","0.845","","","","","","","","","","","false","845","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","336","130484","0.0-2.0-158.0-1.0-0.0","11","1234","11","279","","","","50","","78","","","0","","","","","","","4","","","","","","","","","","73.845","0.279","","1","37","55","body_parts","objects","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","337","130488","0.0-2.0-158.0-2.0-0.0","11","1234","11","null","","","","null","","78","","","","","","","","","","4","","","","","","","","","","74.124","-0.124","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","338","130591","0.0-2.0-158.0-4.0","11","1234","11","null","","","","null","","78","","","","","","","","","","4","","","","","","","","","","74","3.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","339","130734","0.0-2.0-160.0-0.0","11","1234","11","141","","","","50","","79","","","0","L","0","1359","left","scramble","3000","4","2","39","33","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg","NaN","NaN","77.5","1.359","","","","","","","","","","","false","1359","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","340","131115","0.0-2.0-160.0-1.0-0.0","11","1234","11","378","","","","50","","79","","","0","","","","","","","4","","","","","","","","","","78.859","0.378","","1","39","33","body_parts","faces","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","341","131119","0.0-2.0-160.0-2.0-0.0","11","1234","11","null","","","","null","","79","","","","","","","","","","4","","","","","","","","","","79.237","-0.737","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","342","131230","0.0-2.0-160.0-4.0","11","1234","11","null","","","","null","","79","","","","","","","","","","4","","","","","","","","","","78.5","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","343","131358","0.0-2.0-162.0-0.0","11","1234","11","125","","","","50","","80","","","0","I","0","523","left","scramble","2000","4","2","40","15","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_klara-kulikova-TcUfF24fUMY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","NaN","NaN","81.5","0.523","","","","","","","","","","","false","523","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","344","131600","0.0-2.0-162.0-1.0-0.0","11","1234","11","239","","","","50","","80","","","0","","","","","","","4","","","","","","","","","","82.023","0.239","","1","40","15","body_parts","outdoor_scenes","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","345","131848","0.0-2.0-162.0-2.0-0.0","11","1234","11","null","","","","null","","80","","","","","","","","","","4","","","","","","","","","","82.262","0.238","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","346","131957","0.0-2.0-162.0-4.0","11","1234","11","null","","","","null","","80","","","","","","","","","","4","","","","","","","","","","82.5","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","347","132084","0.0-2.0-164.0-0.0","11","1234","11","124","","","","50","","81","","","0","A","0","1076","right","scramble","1000","4","2","18","50","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_andrew-petrov-TVJqDat4MAw-unsplash.jpg","NaN","NaN","84.5","1.076","","","","","","","","","","","false","1076","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","348","132351","0.0-2.0-164.0-1.0-0.0","11","1234","11","264","","","","50","","81","","","0","","","","","","","4","","","","","","","","","","85.576","0.264","","1","18","50","outdoor_scenes","objects","","","","","","","0","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","349","132354","0.0-2.0-164.0-2.0-0.0","11","1234","11","null","","","","null","","81","","","","","","","","","","4","","","","","","","","","","85.83999999999999","-0.34","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","350","132462","0.0-2.0-164.0-4.0","11","1234","11","null","","","","null","","81","","","","","","","","","","4","","","","","","","","","","85.49999999999999","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","351","132648","0.0-2.0-166.0-0.0","11","1234","11","183","","","","50","","82","","","0","H","0","NaN","NaN","original","2000","4","2","25","12","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","50","50","86.49999999999999","0.183","","1","25","12","faces","outdoor_scenes","50","50","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","352","133471","0.0-2.0-166.0-2.0-0.0","11","1234","11","null","","","","null","","82","","","","","","","","","","4","","","","","","","","","","86.68299999999999","0.817","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","353","133584","0.0-2.0-166.0-4.0","11","1234","11","null","","","","null","","82","","","","","","","","","","4","","","","","","","","","","87.49999999999999","2","","","","","","","","","","","","","","","","","","","","","","","",""
