"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","onset","duration","warning","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","response_ends_trial","trial_duration","scramble_acc","chosen_left","old_pair","pair_type","old_response","pair_acc","choice_type","reward_type","stimulus_id","outcome_response","outcome_rt","outcome_acc"
"","iti","","html-keyboard-response","231","100433","0.0-2.0-98.0-4.0","11","1234","11","null","","","","null","","48","","","","","","","","","","2","","","","","","","","","","130.09799999999996","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","232","100705","0.0-2.0-100.0-0.0","11","1234","11","271","","","","50","","49","","","0","E","0","NaN","NaN","original","1000","2","1","48","41","objects","body_parts","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","50","50","131.59799999999996","0.271","","1","48","41","objects","body_parts","50","50","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","233","101442","0.0-2.0-100.0-2.0-0.0","11","1234","11","null","","","","null","","49","","","","","","","","","","2","","","","","","","","","","131.86899999999994","0.729","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","234","101550","0.0-2.0-100.0-4.0","11","1234","11","null","","","","null","","49","","","","","","","","","","2","","","","","","","","","","132.59799999999996","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","235","101670","0.0-2.0-102.0-0.0","11","1234","11","118","","","","50","","50","","","0","F","0","1870","left","scramble","1000","2","1","30","36","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_callum-skelton-3KLMq7y46nA-unsplash.jpg","NaN","NaN","133.59799999999996","1.87","","","","","","","","","","","false","1870","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","236","102041","0.0-2.0-102.0-1.0-0.0","11","1234","11","369","","","","50","","50","","","0","","","","","","","2","","","","","","","","","","135.46799999999996","0.369","","1","30","36","faces","body_parts","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","237","102045","0.0-2.0-102.0-2.0-0.0","11","1234","11","null","","","","null","","50","","","","","","","","","","2","","","","","","","","","","135.83699999999996","-1.239","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","238","102153","0.0-2.0-102.0-4.0","11","1234","11","null","","","","null","","50","","","","","","","","","","2","","","","","","","","","","134.59799999999996","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","239","102379","0.0-2.0-104.0-0.0","11","1234","11","224","","","","50","","51","","","0","C","0","1973","right","scramble","3000","2","1","23","45","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-7TBFwUQA6Xk-unsplash.jpg","NaN","NaN","135.59799999999996","1.973","","","","","","","","","","","false","1973","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","240","102685","0.0-2.0-104.0-1.0-0.0","11","1234","11","304","","","","50","","51","","","0","","","","","","","2","","","","","","","","","","137.57099999999997","0.304","","1","23","45","outdoor_scenes","body_parts","","","","","","","0","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","241","102689","0.0-2.0-104.0-2.0-0.0","11","1234","11","null","","","","null","","51","","","","","","","","","","2","","","","","","","","","","137.87499999999997","-1.277","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","242","102797","0.0-2.0-104.0-4.0","11","1234","11","null","","","","null","","51","","","","","","","","","","2","","","","","","","","","","136.59799999999998","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_block_over","","html-keyboard-response","243","104087","0.0-2.0-104.0-6.0-0.0","11","1234","11","1288","","","","83","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","244","105716","0.0-2.0-104.0-6.0-1.0","11","1234","11","1626","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","245","105831","0.0-2.0-106.0-0.0","11","1234","11","112","","","","50","","52","","","0","H","0","532","left","scramble","1500","3","2","25","12","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","NaN","NaN","0","0.532","","","","","","","","","","","false","532","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","246","106040","0.0-2.0-106.0-1.0-0.0","11","1234","11","207","","","","50","","52","","","0","","","","","","","3","","","","","","","","","","0.532","0.207","","1","25","12","faces","outdoor_scenes","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","247","106310","0.0-2.0-106.0-2.0-0.0","11","1234","11","null","","","","null","","52","","","","","","","","","","3","","","","","","","","","","0.739","0.261","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","248","106416","0.0-2.0-106.0-4.0","11","1234","11","null","","","","null","","52","","","","","","","","","","3","","","","","","","","","","1","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","249","106524","0.0-2.0-108.0-0.0","11","1234","11","106","","","","50","","53","","","0","A","0","NaN","NaN","original","1500","3","2","18","50","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg","50","50","2.5","0.106","","1","18","50","outdoor_scenes","objects","50","50","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","250","107422","0.0-2.0-108.0-2.0-0.0","11","1234","11","null","","","","null","","53","","","","","","","","","","3","","","","","","","","","","2.606","0.894","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","251","107526","0.0-2.0-108.0-4.0","11","1234","11","null","","","","null","","53","","","","","","","","","","3","","","","","","","","","","3.5","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","252","107646","0.0-2.0-110.0-0.0","11","1234","11","117","","","","50","","54","","","0","J","0","772","right","scramble","1000","3","2","26","54","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_art-hauntington-jzY0KRJopEI-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jess-bailey-nOeVi8DsN8U-unsplash.jpg","NaN","NaN","5","0.772","","","","","","","","","","","false","772","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","253","107899","0.0-2.0-110.0-1.0-0.0","11","1234","11","252","","","","50","","54","","","0","","","","","","","3","","","","","","","","","","5.772","0.252","","1","26","54","faces","objects","","","","","","","0","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","254","107904","0.0-2.0-110.0-2.0-0.0","11","1234","11","null","","","","null","","54","","","","","","","","","","3","","","","","","","","","","6.024","-0.024","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","255","108008","0.0-2.0-110.0-4.0","11","1234","11","null","","","","null","","54","","","","","","","","","","3","","","","","","","","","","6","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","256","108208","0.0-2.0-112.0-0.0","11","1234","11","197","","","","50","","55","","","0","G","0","1051","right","scramble","1500","3","2","58","17","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg","NaN","NaN","7","1.051","","","","","","","","","","","false","1051","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","257","108483","0.0-2.0-112.0-1.0-0.0","11","1234","11","273","","","","50","","55","","","0","","","","","","","3","","","","","","","","","","8.051","0.273","","1","58","17","objects","outdoor_scenes","","","","","","","0","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","258","108487","0.0-2.0-112.0-2.0-0.0","11","1234","11","null","","","","null","","55","","","","","","","","","","3","","","","","","","","","","8.324","-0.324","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","259","108591","0.0-2.0-112.0-4.0","11","1234","11","null","","","","null","","55","","","","","","","","","","3","","","","","","","","","","8","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","260","108759","0.0-2.0-114.0-0.0","11","1234","11","165","","","","50","","56","","","0","E","0","190","right","scramble","1000","3","2","48","41","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucaxx-freire-CacZwMexYdk-unsplash.jpg","NaN","NaN","9.5","0.19","","","","","","","","","","","false","190","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","261","109075","0.0-2.0-114.0-1.0-0.0","11","1234","11","314","","","","50","","56","","","0","","","","","","","3","","","","","","","","","","9.69","0.314","","1","48","41","objects","body_parts","","","","","","","0","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","262","109584","0.0-2.0-114.0-2.0-0.0","11","1234","11","null","","","","null","","56","","","","","","","","","","3","","","","","","","","","","10.004","0.496","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","263","109693","0.0-2.0-114.0-4.0","11","1234","11","null","","","","null","","56","","","","","","","","","","3","","","","","","","","","","10.5","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","264","109696","0.0-2.0-116.0-0.0","11","1234","11","0","","","","50","","57","","","0","D","0","NaN","NaN","original","1000","3","2","53","34","objects","faces","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg","50","50","11.5","0","","1","53","34","objects","faces","50","50","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","265","110705","0.0-2.0-116.0-2.0-0.0","11","1234","11","null","","","","null","","57","","","","","","","","","","3","","","","","","","","","","11.5","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","266","110816","0.0-2.0-116.0-4.0","11","1234","11","null","","","","null","","57","","","","","","","","","","3","","","","","","","","","","12.5","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","267","111013","0.0-2.0-118.0-0.0","11","1234","11","193","","","","50","","58","","","0","F","0","659","left","scramble","1000","3","2","30","36","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_callum-skelton-3KLMq7y46nA-unsplash.jpg","NaN","NaN","13.5","0.659","","","","","","","","","","","false","659","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","268","111814","0.0-2.0-118.0-1.0-0.0","11","1234","11","799","","","","50","","58","","","0","","","","","","","3","","","","","","","","","","14.159","0.799","","1","30","36","faces","body_parts","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","269","111818","0.0-2.0-118.0-2.0-0.0","11","1234","11","null","","","","null","","58","","","","","","","","","","3","","","","","","","","","","14.958","-0.458","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","270","111926","0.0-2.0-118.0-4.0","11","1234","11","null","","","","null","","58","","","","","","","","","","3","","","","","","","","","","14.5","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","271","112094","0.0-2.0-120.0-0.0","11","1234","11","165","","","","50","","59","","","0","A","0","731","right","scramble","2000","3","2","18","50","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_andrew-petrov-TVJqDat4MAw-unsplash.jpg","NaN","NaN","15.5","0.731","","","","","","","","","","","false","731","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","272","112413","0.0-2.0-120.0-1.0-0.0","11","1234","11","316","","","","50","","59","","","0","","","","","","","3","","","","","","","","","","16.231","0.316","","1","18","50","outdoor_scenes","objects","","","","","","","0","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","273","112416","0.0-2.0-120.0-2.0-0.0","11","1234","11","null","","","","null","","59","","","","","","","","","","3","","","","","","","","","","16.547","-0.047","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","274","112525","0.0-2.0-120.0-4.0","11","1234","11","null","","","","null","","59","","","","","","","","","","3","","","","","","","","","","16.5","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","275","112913","0.0-2.0-122.0-0.0","11","1234","11","385","","","","50","","60","","","0","I","0","941","right","scramble","1500","3","2","40","15","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_klara-kulikova-TcUfF24fUMY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","NaN","NaN","18.5","0.941","","","","","","","","","","","false","941","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","276","113240","0.0-2.0-122.0-1.0-0.0","11","1234","11","324","","","","50","","60","","","0","","","","","","","3","","","","","","","","","","19.441","0.324","","1","40","15","body_parts","outdoor_scenes","","","","","","","0","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","277","113244","0.0-2.0-122.0-2.0-0.0","11","1234","11","null","","","","null","","60","","","","","","","","","","3","","","","","","","","","","19.765","-0.265","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","278","113349","0.0-2.0-122.0-4.0","11","1234","11","null","","","","null","","60","","","","","","","","","","3","","","","","","","","","","19.5","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","279","113683","0.0-2.0-124.0-0.0","11","1234","11","330","","","","50","","61","","","0","L","0","NaN","NaN","original","3500","3","2","39","33","body_parts","faces","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","50","50","21","0.33","","1","39","33","body_parts","faces","50","50","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","280","114361","0.0-2.0-124.0-2.0-0.0","11","1234","11","null","","","","null","","61","","","","","","","","","","3","","","","","","","","","","21.33","0.67","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","281","114474","0.0-2.0-124.0-4.0","11","1234","11","null","","","","null","","61","","","","","","","","","","3","","","","","","","","","","22","3.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","282","114728","0.0-2.0-126.0-0.0","11","1234","11","251","","","","50","","62","","","0","B","0","NaN","NaN","original","1500","3","2","22","29","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","50","50","25.5","0.251","","1","22","29","outdoor_scenes","faces","50","50","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","283","115487","0.0-2.0-126.0-2.0-0.0","11","1234","11","null","","","","null","","62","","","","","","","","","","3","","","","","","","","","","25.751","0.749","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","284","115593","0.0-2.0-126.0-4.0","11","1234","11","null","","","","null","","62","","","","","","","","","","3","","","","","","","","","","26.5","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","285","115725","0.0-2.0-128.0-0.0","11","1234","11","130","","","","50","","63","","","0","B","0","1116","left","scramble","3000","3","2","22","29","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","NaN","NaN","28","1.116","","","","","","","","","","","false","1116","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","286","116093","0.0-2.0-128.0-1.0-0.0","11","1234","11","366","","","","50","","63","","","0","","","","","","","3","","","","","","","","","","29.116","0.366","","1","22","29","outdoor_scenes","faces","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","287","116097","0.0-2.0-128.0-2.0-0.0","11","1234","11","null","","","","null","","63","","","","","","","","","","3","","","","","","","","","","29.482","-0.482","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","288","116201","0.0-2.0-128.0-4.0","11","1234","11","null","","","","null","","63","","","","","","","","","","3","","","","","","","","","","29","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","289","116414","0.0-2.0-130.0-0.0","11","1234","11","209","","","","50","","64","","","0","L","0","634","left","scramble","2000","3","2","39","33","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg","NaN","NaN","32","0.634","","","","","","","","","","","false","634","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","290","116740","0.0-2.0-130.0-1.0-0.0","11","1234","11","324","","","","50","","64","","","0","","","","","","","3","","","","","","","","","","32.634","0.324","","1","39","33","body_parts","faces","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","291","116794","0.0-2.0-130.0-2.0-0.0","11","1234","11","null","","","","null","","64","","","","","","","","","","3","","","","","","","","","","32.958","0.042","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","292","116902","0.0-2.0-130.0-4.0","11","1234","11","null","","","","null","","64","","","","","","","","","","3","","","","","","","","","","33","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","293","117042","0.0-2.0-132.0-0.0","11","1234","11","138","","","","50","","65","","","0","G","0","NaN","NaN","original","1000","3","2","58","17","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","50","50","35","0.138","","1","58","17","objects","outdoor_scenes","50","50","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","294","117914","0.0-2.0-132.0-2.0-0.0","11","1234","11","null","","","","null","","65","","","","","","","","","","3","","","","","","","","","","35.138","0.862","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","295","118022","0.0-2.0-132.0-4.0","11","1234","11","null","","","","null","","65","","","","","","","","","","3","","","","","","","","","","36","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","296","118265","0.0-2.0-134.0-0.0","11","1234","11","242","","","","50","","66","","","0","K","0","NaN","NaN","original","1000","3","2","37","55","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","50","50","37","0.242","","1","37","55","body_parts","objects","50","50","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","297","119029","0.0-2.0-134.0-2.0-0.0","11","1234","11","null","","","","null","","66","","","","","","","","","","3","","","","","","","","","","37.242","0.758","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","298","119134","0.0-2.0-134.0-4.0","11","1234","11","null","","","","null","","66","","","","","","","","","","3","","","","","","","","","","38","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","299","119398","0.0-2.0-136.0-0.0","11","1234","11","262","","","","50","","67","","","0","F","0","NaN","NaN","original","2000","3","2","30","36","faces","body_parts","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","50","50","39","0.262","","1","30","36","faces","body_parts","50","50","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","300","120143","0.0-2.0-136.0-2.0-0.0","11","1234","11","null","","","","null","","67","","","","","","","","","","3","","","","","","","","","","39.262","0.738","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","301","120255","0.0-2.0-136.0-4.0","11","1234","11","null","","","","null","","67","","","","","","","","","","3","","","","","","","","","","40","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","302","120291","0.0-2.0-138.0-0.0","11","1234","11","33","","","","50","","68","","","0","C","0","1350","left","scramble","3500","3","2","23","45","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-7TBFwUQA6Xk-unsplash.jpg","NaN","NaN","42","1.35","","","","","","","","","","","false","1350","","","","","","","","","","","",""
"","scramble_instruction","","html-keyboard-response","303","120577","0.0-2.0-138.0-1.0-0.0","11","1234","11","283","","","","50","","68","","","0","","","","","","","3","","","","","","","","","","43.35","0.283","","1","23","45","outdoor_scenes","body_parts","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","304","120582","0.0-2.0-138.0-2.0-0.0","11","1234","11","null","","","","null","","68","","","","","","","","","","3","","","","","","","","","","43.633","-0.633","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","305","120685","0.0-2.0-138.0-4.0","11","1234","11","null","","","","null","","68","","","","","","","","","","3","","","","","","","","","","43","3.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","306","120932","0.0-2.0-140.0-0.0","11","1234","11","244","","","","50","","69","","","0","J","0","NaN","NaN","original","2000","3","2","26","54","faces","objects","Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","50","50","46.5","0.244","","1","26","54","faces","objects","50","50","Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","307","121695","0.0-2.0-140.0-2.0-0.0","11","1234","11","null","","","","null","","69","","","","","","","","","","3","","","","","","","","","","46.744","0.756","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","308","121810","0.0-2.0-140.0-4.0","11","1234","11","null","","","","null","","69","","","","","","","","","","3","","","","","","","","","","47.5","2","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","309","121995","0.0-2.0-142.0-0.0","11","1234","11","183","","","","50","","70","","","0","H","0","NaN","NaN","original","3000","3","2","25","12","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","50","50","49.5","0.183","","1","25","12","faces","outdoor_scenes","50","50","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","310","122822","0.0-2.0-142.0-2.0-0.0","11","1234","11","null","","","","null","","70","","","","","","","","","","3","","","","","","","","","","49.683","0.817","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","311","122927","0.0-2.0-142.0-4.0","11","1234","11","null","","","","null","","70","","","","","","","","","","3","","","","","","","","","","50.5","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","312","123165","0.0-2.0-144.0-0.0","11","1234","11","235","","","","50","","71","","","0","C","0","NaN","NaN","original","1000","3","2","23","45","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","50","50","53.5","0.235","","1","23","45","outdoor_scenes","body_parts","50","50","Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","313","123937","0.0-2.0-144.0-2.0-0.0","11","1234","11","null","","","","null","","71","","","","","","","","","","3","","","","","","","","","","53.735","0.765","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","314","124048","0.0-2.0-144.0-4.0","11","1234","11","null","","","","null","","71","","","","","","","","","","3","","","","","","","","","","54.5","1","","","","","","","","","","","","","","","","","","","","","","","",""
